academics_degrees_offered,academics_majors,admissions_College Prep Courses,admissions_High School GPA,admissions_High School Rank,admissions_Recommendations,admissions_SAT/ACT Scores,college_name,costs_Average Aid Package,costs_Average Net Price,costs_Financial Aid Deadline,costs_Students Receiving Financial Aid,overview_description,scrape_success,scrape_timestamp,successful_sections,url
A,,Required,Required,Neither required nor recommended,Neither required nor recommended,Not available,University of New Mexico,"$10,041","$10,633",June 30,60%,"University of New Mexico is a very large, 4-year, public university. This coed college is located in a large city in an urban setting and is primarily a commuter campus. It offers certificate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 78% and a graduation rate of 51%.",True,2025-04-15 06:27:55,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-new-mexico
A,,Recommended,Required,Neither required nor recommended,Neither required nor recommended,Required,Glenville State University,Not available,"$17,722",Not available,Not available,"Glenville State University is a small, 4-year, public liberal arts college. This coed college is located in a rural community in a rural setting and is primarily a commuter campus. It offers certificate, associate, bachelor's, and master's degrees. This college has an acceptance rate of 100% and a graduation rate of 33%.",True,2025-04-15 06:29:50,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/glenville-state-university
A,,Recommended,Required,Considered but not required,Neither required nor recommended,Considered if submitted,New Mexico State University,"$19,826","$10,407",June 30,72%,"New Mexico State University is a large, 4-year, public university. This coed college is located in a city in a suburban setting and is primarily a commuter campus. It offers certificate, master's, associate, bachelor's, and doctoral degrees. This college has an acceptance rate of 76% and a graduation rate of 51%.",True,2025-04-15 06:31:34,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/new-mexico-state-university
A,,Required,Required,Required,Considered but not required,Considered if submitted,University Of Illinois Springfield,"$18,433","$11,733",November 15,62%,"University Of Illinois Springfield is a small, 4-year, public university. This coed college is located in a city in a suburban setting and is primarily a commuter campus. It offers bachelor's, certificate, master's, and doctoral degrees. This college has an acceptance rate of 84% and a graduation rate of 54%.",True,2025-04-15 06:33:12,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-illinois-springfield
,,Recommended,Required,Required,Considered but not required,Considered if submitted,Commonwealth University Of Pennsylvania Lock Haven,"$12,607","$15,947",Not available,71%,"Commonwealth University Of Pennsylvania Lock Haven is a large, 4-year, public school. This coed college is located in a rural setting and is primarily a residential campus. It offers certificate, associate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 93% and a graduation rate of 54%.",True,2025-04-15 06:34:51,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/commonwealth-university-of-pennsylvania-lock-haven
A,,Recommended,Required,Considered but not required,Considered but not required,Considered if submitted,Utah State University,"$13,786","$14,577",Not available,44%,"Utah State University is a very large, 4-year, public university. This coed college is located in a city in a rural setting and is primarily a residential campus. It offers certificate, associate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 92% and a graduation rate of 53%.",True,2025-04-15 06:36:37,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/utah-state-university
A,,Recommended,Considered but not required,Considered but not required,Considered but not required,Considered if submitted,Greenville University,"$23,030","$20,718",Not available,80%,"Greenville University is a small, 4-year, private university. This coed college is located in a suburban community in a rural setting and is primarily a residential campus. It offers bachelor's and master's degrees. This college has an acceptance rate of 94% and a graduation rate of 58%.",True,2025-04-15 06:38:29,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/greenville-university
A,,Neither required nor recommended,Recommended,Considered but not required,Considered but not required,Recommended,University of Colorado Colorado Springs,"$9,360","$14,689",Not available,49%,"University of Colorado Colorado Springs is a medium, 4-year, public university. This coed college is located in a large city in an urban setting and is primarily a commuter campus. It offers bachelor's, certificate, master's, and doctoral degrees. This college has an acceptance rate of 97% and a graduation rate of 43%.",True,2025-04-15 06:40:17,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-colorado-colorado-springs
,,,,,,,Commonwealth University Of Pennsylvania,,,,,,True,2025-04-15 06:42:01,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/commonwealth-university-of-pennsylvania
A,,Required,Required,Neither required nor recommended,Neither required nor recommended,Required for some,University of Toledo,"$14,209","$17,654",Not available,55%,"University of Toledo is a large, 4-year, public school. This coed college is located in a suburban setting and is primarily a commuter campus. It offers certificate, associate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 95% and a graduation rate of 57%.",True,2025-04-15 06:44:26,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-toledo
A,,Required,Required,Required,Recommended,Recommended,Western Carolina University,"$9,540","$13,022",March 1,59%,"Western Carolina University is a large, 4-year, public school. This coed college is located in a suburban community in a rural setting and is primarily a residential campus. It offers master's, certificate, and doctoral degrees. This college has an acceptance rate of 82% and a graduation rate of 61%.",True,2025-04-15 06:46:04,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/western-carolina-university
A,,Recommended,Required,Considered but not required,Considered but not required,Neither required nor recommended,Hiram College,"$23,164","$19,384",Not available,86%,"Hiram College is a small, 4-year, private liberal arts college. This coed college is located in a rural community in a rural setting and is primarily a residential campus. It offers bachelor's, master's, and certificate degrees. This college has an acceptance rate of 92% and a graduation rate of 53%.",True,2025-04-15 06:47:56,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/hiram-college
A,,Required,Required,Considered but not required,Neither required nor recommended,Required,Georgia Southern University,"$13,490","$15,352",Not available,59%,"Georgia Southern University is a very large, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers certificate, associate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 88% and a graduation rate of 54%.",True,2025-04-15 06:49:39,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/georgia-southern-university
A,,Neither required nor recommended,Required,Neither required nor recommended,Neither required nor recommended,Required for some,University of Central Arkansas,Not available,"$15,456",June 30,Not available,"University of Central Arkansas is a medium, 4-year, public university. This coed college is located in a city in a suburban setting and is primarily a residential campus. It offers certificate, associate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 89% and a graduation rate of 50%.",True,2025-04-15 06:51:28,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-central-arkansas
A,,Recommended,Required,Required,Considered but not required,Considered if submitted,West Texas A&M University,"$10,713","$17,001",Not available,47%,"West Texas A&M University is a medium, 4-year, public technical college. This coed college is located in a suburban setting and is primarily a commuter campus. It offers bachelor's, master's, doctoral, associate, and certificate degrees. This college has an acceptance rate of 97% and a graduation rate of 45%.",True,2025-04-15 06:53:07,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/west-texas-am-university
A,,Recommended,Required,Required,Neither required nor recommended,Recommended,University of Texas at Tyler,"$11,194","$13,248",March 15,86%,"University of Texas at Tyler is a medium, 4-year, public university. This coed college is located in a city in an urban setting and is primarily a commuter campus. It offers bachelor's, master's, certificate, and doctoral degrees. This college has an acceptance rate of 94% and a graduation rate of 44%.",True,2025-04-15 06:54:48,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-texas-at-tyler
A,,Required,Required,Considered but not required,Considered but not required,Considered if submitted,University of Kentucky,"$17,645","$18,693",June 30,48%,"University of Kentucky is a very large, 4-year, public university. This coed college is located in a city in an urban setting and is primarily a residential campus. It offers certificate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 95% and a graduation rate of 69%.",True,2025-04-15 06:56:41,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-kentucky
A,,Neither required nor recommended,Recommended,Required,Neither required nor recommended,Recommended,Sul Ross State University,"$14,491","$13,130",June 30,75%,"Sul Ross State University is a small, 4-year, public university. This coed college is located in a rural community in a rural setting and is primarily a residential campus. It offers bachelor's, master's, and certificate degrees. This college has an acceptance rate of 96% and a graduation rate of 26%.",True,2025-04-15 06:58:26,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/sul-ross-state-university
,,,,,,,University Of Illinois Chicago,,,,,,True,2025-04-15 06:59:56,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-illinois-chicago
A,,Recommended,Required,Considered but not required,Considered but not required,Considered if submitted,Western Colorado University,"$14,758","$16,672",Not available,47%,"Western Colorado University is a small, 4-year, public university. This coed college is located in a suburban community in a rural setting and is primarily a residential campus. It offers bachelor's, certificate, and master's degrees. This college has an acceptance rate of 97% and a graduation rate of 47%.",True,2025-04-15 07:02:13,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/western-colorado-university
A,,Neither required nor recommended,Required,Required,Considered but not required,Required,University of Houston-Clear Lake,"$1,302","$17,871",Not available,Not available,"University of Houston-Clear Lake is a medium, 4-year, public technical college. This coed college is located in a suburban setting and is primarily a commuter campus. It offers bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 95% and a graduation rate of 54%.",True,2025-04-15 07:04:03,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-houston-clear-lake
,,,,,,,University of Virginia's College at Wise,,,,,,True,2025-04-15 07:05:52,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-virginia-s-college-at-wise
A,,Recommended,Required,Considered but not required,Considered but not required,Required for some,Carroll College,Not available,"$23,916",Not available,Not available,"Carroll College is a small, 4-year, private junior college. This coed college is located in a suburban setting and is primarily a residential campus. It offers certificate, associate, and bachelor's degrees. This college has an acceptance rate of 78% and a graduation rate of 70%.",True,2025-04-15 07:08:15,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/carroll-college
A,,Required,Neither required nor recommended,Required,Considered but not required,Required,Lamar University,"$12,294","$11,757",June 30,66%,"Lamar University is a medium, 4-year, public school. This coed college is located in a city in an urban setting and is primarily a commuter campus. It offers bachelor's, certificate, master's, and doctoral degrees. This college has an acceptance rate of 85% and a graduation rate of 38%.",True,2025-04-15 07:10:03,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/lamar-university
A,,Recommended,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,Kent State University: Geauga,"$8,131","$9,969",Not available,56%,"Kent State University: Geauga is a small, 4-year, public university. This coed college is located in a rural community in a rural setting and is primarily a commuter campus. It offers certificate, associate, bachelor's, and master's degrees. This college has an acceptance rate of 96%.",True,2025-04-15 07:11:46,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/kent-state-university-geauga
A,,Required,Required,Neither required nor recommended,Neither required nor recommended,Considered if submitted,California State Polytechnic University Humboldt,"$16,255","$14,325",March 1,68%,"California State Polytechnic University Humboldt is a medium, 4-year, public school. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers bachelor's, certificate, and master's degrees. This college has an acceptance rate of 92% and a graduation rate of 46%.",True,2025-04-15 07:13:26,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/california-state-polytechnic-university-humboldt
A,,Recommended,Required,Considered but not required,Considered but not required,Considered if submitted,University of Wisconsin-Milwaukee,"$9,436","$16,551",Not available,Not available,"University of Wisconsin-Milwaukee is a very large, 4-year, public university. This coed college is located in a large city in an urban setting and is primarily a residential campus. It offers certificate, associate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 95% and a graduation rate of 48%.",True,2025-04-15 07:15:19,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-wisconsin-milwaukee
A,,Recommended,Required,Neither required nor recommended,Considered but not required,Required for some,Stockton University,"$16,961","$18,515",Not available,75%,"Stockton University is a medium, 4-year, public university. This coed college is located in a large town in a suburban setting and is primarily a residential campus. It offers bachelor's, certificate, master's, and doctoral degrees. This college has an acceptance rate of 89% and a graduation rate of 76%.",True,2025-04-15 07:16:58,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/stockton-university
A,,Recommended,Recommended,Considered but not required,Considered but not required,Considered if submitted,Radford University,"$19,624","$17,105",February 15,69%,"Radford University is a medium, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers certificate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 90% and a graduation rate of 54%.",True,2025-04-15 07:18:41,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/radford-university
A,,Required,Recommended,Recommended,Neither required nor recommended,Recommended,University of South Carolina: Upstate,"$15,342","$13,835",Not available,67%,"University of South Carolina: Upstate is a medium, 4-year, public university. This coed college is located in a large town in a suburban setting and is primarily a commuter campus. It offers bachelor's, certificate, master's, and doctoral degrees. This college has an acceptance rate of 81% and a graduation rate of 43%.",True,2025-04-15 07:20:15,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-south-carolina-upstate
A,,Recommended,Required,Required,Neither required nor recommended,Required for some,Missouri State University,"$15,344","$17,677",Not available,56%,"Missouri State University is a large, 4-year, public school. This coed college is located in a suburban setting and is primarily a residential campus. It offers certificate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 93% and a graduation rate of 58%.",True,2025-04-15 07:22:00,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/missouri-state-university
A,,Neither required nor recommended,Not available,Not available,Not available,Not available,Illinois Central College,Not available,"$11,559",Not available,Not available,"Illinois Central College is a medium, 2-year, public college of art. This coed college is located in a suburban setting and is primarily a commuter campus. It offers certificate and associate degrees. This college has an acceptance rate of 100%.",True,2025-04-15 07:23:53,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/illinois-central-college
A,,Required,Required,Required,Recommended,Neither required nor recommended,University of Maine,"$19,615","$17,617",May 1,58%,"University of Maine is a medium, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers bachelor's, certificate, master's, doctoral, and associate degrees. This college has an acceptance rate of 97% and a graduation rate of 55%.",True,2025-04-15 07:25:36,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-maine
A,,Recommended,Required,Neither required nor recommended,Considered but not required,Recommended,Rochester University,"$17,570","$18,665",Not available,79%,"Rochester University is a small, 4-year, private liberal arts college. This coed college is located in a city in a suburban setting and is primarily a residential campus. It offers associate, bachelor's, and master's degrees. This college has an acceptance rate of 98% and a graduation rate of 39%.",True,2025-04-15 07:27:16,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/rochester-university
B,,Recommended,Required,Considered but not required,Considered but not required,Considered if submitted,Lancaster Bible College,"$21,040","$21,415",May 1,73%,"Lancaster Bible College is a small, 4-year, private Bible college. This coed college is located in a city in a suburban setting and is primarily a residential campus. It offers certificate, associate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 27% and a graduation rate of 67%.",True,2025-04-15 07:28:55,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/lancaster-bible-college
A,,Recommended,Recommended,Required,Considered but not required,Recommended,Northwest Missouri State University,"$13,311","$14,197",June 30,62%,"Northwest Missouri State University is a medium, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers certificate, bachelor's, and master's degrees. This college has an acceptance rate of 86% and a graduation rate of 53%.",True,2025-04-15 07:30:33,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/northwest-missouri-state-university
A,,Required,Required,Neither required nor recommended,Neither required nor recommended,Considered if submitted,Indiana University Southeast,"$10,614","$8,264",Not available,53%,"Indiana University Southeast is a medium, 4-year, public university. This coed college is located in a suburban setting and is primarily a commuter campus. It offers certificate, associate, bachelor's, and master's degrees. This college has an acceptance rate of 84% and a graduation rate of 35%.",True,2025-04-15 07:32:23,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/indiana-university-southeast
A,,Required,Required,Required,Considered but not required,Considered if submitted,Wartburg College,"$37,876","$23,683",Not available,74%,"Wartburg College is a small, 4-year, private liberal arts college. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers bachelor's and master's degrees. This college has an acceptance rate of 99% and a graduation rate of 67%.",True,2025-04-15 07:34:01,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/wartburg-college
A,,Recommended,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,Heartland Community College,"$4,218","$11,542",Not available,44%,"Heartland Community College is a small, 2-year, public community college. This coed college is located in a city in an urban setting and is primarily a commuter campus. It offers certificate and associate degrees. This college has an acceptance rate of 100%.",True,2025-04-15 07:35:45,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/heartland-community-college
A,,Neither required nor recommended,Required,Considered but not required,Required,Considered if submitted,Morgan State University,"$11,744","$13,956",Not available,81%,"Morgan State University is a large, 4-year, public university. This coed college is located in a large city in an urban setting and is primarily a commuter campus. It offers bachelor's, certificate, master's, and doctoral degrees. This college has an acceptance rate of 82% and a graduation rate of 46%.",True,2025-04-15 07:37:19,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/morgan-state-university
A,,Recommended,Required,Neither required nor recommended,Neither required nor recommended,Considered if submitted,Morehead State University,"$14,820","$10,991",Not available,71%,"Morehead State University is a medium, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers certificate, associate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 77% and a graduation rate of 49%.",True,2025-04-15 07:39:04,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/morehead-state-university
A,,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,East Tennessee State University,Not available,"$14,350",Not available,Not available,"East Tennessee State University is a large, 4-year, public technical college. This coed college is located in a rural setting and is primarily a commuter campus. It offers bachelor's, certificate, master's, and doctoral degrees. This college has an acceptance rate of 85% and a graduation rate of 55%.",True,2025-04-15 07:40:56,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/east-tennessee-state-university
A,,Required,Required,Considered but not required,Considered but not required,Considered if submitted,Colorado State University,"$13,170","$16,926",Not available,34%,"Colorado State University is a very large, 4-year, public university. This coed college is located in a city in a suburban setting and is primarily a residential campus. It offers bachelor's, certificate, master's, doctoral, and associate degrees. This college has an acceptance rate of 89% and a graduation rate of 67%.",True,2025-04-15 07:42:43,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/colorado-state-university
A,,Required,Required,Neither required nor recommended,Recommended,Considered if submitted,City University of New York: Queens College,"$5,632","$6,434",February 1,68%,"City University of New York: Queens College is a large, 4-year, public school. This coed college is located in an urban setting and is primarily a commuter campus. It offers bachelor's, certificate, and master's degrees. This college has an acceptance rate of 70% and a graduation rate of 56%.",True,2025-04-15 07:44:13,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/city-university-of-new-york-queens-college
A,,Required,Required,Recommended,Considered but not required,Considered if submitted,West Virginia Wesleyan College,"$30,381","$20,470",Not available,76%,"West Virginia Wesleyan College is a small, 4-year, private school. This coed college is located in a suburban community in a rural setting and is primarily a residential campus. It offers bachelor's, master's, certificate, and doctoral degrees. This college has an acceptance rate of 93% and a graduation rate of 53%.",True,2025-04-15 07:45:48,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/west-virginia-wesleyan-college
A,,Required,Required,Required,Required,Required,University of North Carolina at Asheville,"$12,419","$14,730",Not available,54%,"University of North Carolina at Asheville is a small, 4-year, public liberal arts college. This coed college is located in a city in an urban setting and is primarily a residential campus. It offers bachelor's and master's degrees. This college has an acceptance rate of 94% and a graduation rate of 59%.",True,2025-04-15 07:47:27,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-north-carolina-at-asheville
A,,Required,Required,Considered but not required,Considered but not required,Considered if submitted,Jackson State University,"$11,330","$15,292",December 31,88%,"Jackson State University is a medium, 4-year, public university. This coed college is located in a large city in an urban setting and is primarily a commuter campus. It offers bachelor's, master's, certificate, and doctoral degrees. This college has an acceptance rate of 93% and a graduation rate of 35%.",True,2025-04-15 07:49:14,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/jackson-state-university
A,,Recommended,Required,Considered but not required,Considered but not required,Considered if submitted,Madonna University,"$20,318","$18,344",Not available,67%,"Madonna University is a small, 4-year, private university. This coed college is located in a city in a suburban setting and is primarily a commuter campus. It offers certificate, associate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 93% and a graduation rate of 49%.",True,2025-04-15 07:51:00,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/madonna-university
A,,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,Not available,SUNY Westchester Community College,"$3,178","$10,714",Not available,53%,"SUNY Westchester Community College is a medium, 2-year, public community college. This coed college is located in a suburban community in a suburban setting and is primarily a commuter campus. It offers certificate and associate degrees. This college has an acceptance rate of 100%.",True,2025-04-15 07:52:44,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/suny-westchester-community-college
A,,Neither required nor recommended,Required,Neither required nor recommended,Required,Not available,Carlos Albizu University: San Juan,Not available,"$10,499",Not available,Not available,"Carlos Albizu University: San Juan is a 4-year, private technical college. This coed college is located in an urban setting. It offers bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 100% and a graduation rate of 71%.",True,2025-04-15 07:54:24,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/carlos-albizu-university-san-juan
A,,Recommended,Considered but not required,Considered but not required,Recommended,Required,Bob Jones University,"$15,360","$18,733",Not available,70%,"Bob Jones University is a small, 4-year, private university. This coed college is located in a city in a suburban setting and is primarily a residential campus. It offers associate, bachelor's, master's, doctoral, and certificate degrees. This college has an acceptance rate of 89% and a graduation rate of 69%.",True,2025-04-15 07:56:05,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/bob-jones-university
,,,,,,,Indiana University Indianapolis,,,,,,True,2025-04-15 07:58:00,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/indiana-university-indianapolis
A,,Required,Required,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,Western Illinois University,"$19,038","$11,213",August 1,54%,"Western Illinois University is a medium, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers bachelor's, master's, doctoral, and certificate degrees. This college has an acceptance rate of 75% and a graduation rate of 47%.",True,2025-04-15 08:00:24,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/western-illinois-university
A,,Recommended,Required,Considered but not required,Considered but not required,Considered if submitted,Grand Valley State University,"$16,559","$17,105",Not available,57%,"Grand Valley State University is a very large, 4-year, public university. This coed college is located in a suburban setting and is primarily a residential campus. It offers certificate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 83% and a graduation rate of 66%.",True,2025-04-15 08:02:05,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/grand-valley-state-university
A,,Neither required nor recommended,Required,Neither required nor recommended,Neither required nor recommended,Considered if submitted,Oral Roberts University,"$34,034","$22,360",Not available,66%,"Oral Roberts University is a medium, 4-year, private university. This coed college is located in a city in a suburban setting and is primarily a residential campus. It offers certificate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 99% and a graduation rate of 63%.",True,2025-04-15 08:03:48,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/oral-roberts-university
A,,Neither required nor recommended,Not available,Not available,Not available,Not available,Sauk Valley Community College,"$4,256","$10,166",Not available,32%,"Sauk Valley Community College is a small, 2-year, public community college. This coed college is located in a large town in a rural setting and is primarily a commuter campus. It offers certificate and associate degrees. This college has an acceptance rate of 100%.",True,2025-04-15 08:05:31,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/sauk-valley-community-college
A,,Recommended,Required,Considered but not required,Considered but not required,Considered if submitted,University of Utah,"$16,619","$12,399",February 1,37%,"University of Utah is a very large, 4-year, public university. This coed college is located in a city in an urban setting and is primarily a commuter campus. It offers bachelor's, certificate, master's, and doctoral degrees. This college has an acceptance rate of 86% and a graduation rate of 65%.",True,2025-04-15 08:07:24,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/university-of-utah
A,,Recommended,Recommended,Recommended,Neither required nor recommended,Recommended,Black Hills State University,Not available,"$16,782",Not available,Not available,"Black Hills State University is a small, 4-year, public school. This coed college is located in a rural setting and is primarily a commuter campus. It offers certificate, associate, bachelor's, and master's degrees. This college has an acceptance rate of 95% and a graduation rate of 44%.",True,2025-04-15 08:09:08,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/black-hills-state-university
A,,Neither required nor recommended,Recommended,Recommended,Neither required nor recommended,Recommended,Dakota State University,"$10,217","$17,977",March 1,52%,"Dakota State University is a small, 4-year, public university. This coed college is located in a suburban community in a rural setting and is primarily a residential campus. It offers certificate, associate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 88% and a graduation rate of 46%.",True,2025-04-15 08:10:51,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/dakota-state-university
A,,Neither required nor recommended,Required,Neither required nor recommended,Neither required nor recommended,Considered if submitted,Oregon Institute of Technology,"$14,304","$17,283",Not available,58%,"Oregon Institute of Technology is a medium, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers certificate, associate, bachelor's, and master's degrees. This college has an acceptance rate of 93% and a graduation rate of 57%.",True,2025-04-15 08:12:22,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/oregon-institute-of-technology
A,,Neither required nor recommended,Required,Neither required nor recommended,Neither required nor recommended,Recommended,Edgewood College,"$25,289","$28,189",Not available,61%,"Edgewood College is a small, 4-year, private university. This coed college is located in a city in an urban setting and is primarily a commuter campus. It offers certificate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 95% and a graduation rate of 62%.",True,2025-04-15 08:14:04,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/edgewood-college
B,,Required,Required,Considered but not required,Considered but not required,Required,New College of Florida,"$20,819","$10,496",Not available,51%,"New College of Florida is a small, 4-year, public liberal arts college. This coed college is located in a city in a suburban setting and is primarily a residential campus. It offers bachelor's, master's, and associate degrees. This college has an acceptance rate of 73% and a graduation rate of 63%.",True,2025-04-15 08:15:59,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/new-college-of-florida
A,,Neither required nor recommended,Required,Neither required nor recommended,Recommended,Considered if submitted,Frostburg State University,Not available,"$16,114",Not available,Not available,"Frostburg State University is a small, 4-year, public seminary college. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers bachelor's, master's, doctoral, and certificate degrees. This college has an acceptance rate of 88% and a graduation rate of 49%.",True,2025-04-15 08:17:43,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/frostburg-state-university
A,,Recommended,Required,Neither required nor recommended,Neither required nor recommended,Considered if submitted,Northern Arizona University,"$16,041","$17,115",Not available,57%,"Northern Arizona University is a very large, 4-year, public university. This coed college is located in a city in a suburban setting and is primarily a residential campus. It offers certificate, bachelor's, master's, and doctoral degrees. This college has an acceptance rate of 90% and a graduation rate of 59%.",True,2025-04-15 08:19:27,overview|admissions|academics|costs|campus-life,https://bigfuture.collegeboard.org/colleges/northern-arizona-university
