College Name,Address,Year,Organization Type,Size,Area,Graduation Rate,Financial Aid,SAT Score,Net Price,Majors,Rank,Logo URL,Logo2 URL,University URL,country
Professional Cosmetology Education Center,"El Dorado, AR",Less than 2-year,Unknown,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
Minnesota West Community and Technical College,"Pipestone, MN",2-year,Public,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
Northern Career Institute,"Eastlake, OH",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Madison Area Technical College,"Madison, WI",4-year,Public,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
DeVry University: Ontario,"Ontario, CA",4-year,Private,Small,Urban,10%,$33K,Unknown,,,,,,,United States
Olympic College,"Bremerton, WA",4-year,Public,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
University of Chicago,"Chicago, IL",4-year,Private,Medium,Urban,96%,$37K,1510-1560,"$36,991",,25,https://logo.clearbit.com/www.uchicago.edu/en,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.uchicago.edu/en,https://www.uchicago.edu/en,United States
San Francisco Conservatory of Music,"San Francisco, CA",4-year,Private,Unknown,Urban,63%,$46K,Unknown,"$45,726",,,https://logo.clearbit.com/sfcm.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://sfcm.edu/,https://sfcm.edu/,United States
Hays Academy of Hair Design,"Hays, KS",Less than 2-year,Unknown,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
Manhattan Area Technical College,"Manhattan, KS",2-year,Public,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Ocean County College,"Toms River, NJ",2-year,Public,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
South Mountain Community College,"Phoenix, AZ",2-year,Public,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Elyon College,"Brooklyn, NY",Unknown,Private,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Masters Barber And Styling College,"Old Hickory, TN",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
World Mission University,"Los Angeles, CA",4-year,Private,Unknown,Urban,33%,$19K,Unknown,"$18,973",,,https://logo.clearbit.com/wmu.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://wmu.edu/,https://wmu.edu/,United States
Genesis Career College Cookeville,"Cookeville, TN",Less than 2-year,Unknown,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
GateWay Community College Central City,"Phoenix, AZ",Less than 2-year,Unknown,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Xenon International Academy Omaha,"Omaha, NE",Unknown,Unknown,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Franklin Hair Academy School Of Cosmetology,"Franklin, TN",Less than 2-year,Unknown,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Baptist Bible College,"Springfield, MO",4-year,Private,Small,Urban,39%,$20K,Unknown,,,,,,,United States
Iowa Lakes Community College,"Estherville, IA",2-year,Public,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
St. Paul College,"Saint Paul, MN",2-year,Public,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
West Los Angeles College,"Culver City, CA",4-year,Public,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Murray State College,"Tishomingo, OK",2-year,Public,Small,Rural,Unknown,$12K,Unknown,,,,,,,United States
The Salon Professional Academy Colorado Springs,"Colorado Springs, CO",Less than 2-year,Unknown,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Cerro Coso Community College,"Ridgecrest, CA",2-year,Public,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
Huntsville Bible College,"Huntsville, AL",4-year,Private,Unknown,Urban,Unknown,$12K,Unknown,"$11,831",,,https://logo.clearbit.com/huntsvillebiblecollege.org/,https://www.google.com/s2/favicons?sz=64&domain_url=https://huntsvillebiblecollege.org/,https://huntsvillebiblecollege.org/,United States
Hillsdale Beauty College,"Hillsdale, MI",Less than 2-year,Unknown,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
Coastline Community College,"Fountain Valley, CA",2-year,Public,Medium,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Centralia College,"Centralia, WA",4-year,Public,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
DeVry University: Irving,"Irving, TX",4-year,Private,Small,Suburban,Unknown,$25K,Unknown,,,,,,,United States
West Coast University: Orange County,"Anaheim, CA",4-year,Private,Unknown,Urban,73%,$28K,Unknown,,,,,,,United States
Allstate Hairstyling And Barber College,"Cleveland, OH",Unknown,Unknown,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Center For Advanced Legal Studies,"Houston, TX",Unknown,Private,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Lac Courte Oreilles Ojibwe Community College,"Hayward, WI",4-year,Public,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
Pennsylvania Institute of Health and Technology,"Mount Braddock, PA",2-year,Private,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Charles Of Italy Beauty College And Massage Therapy School Lake Havasu City,"Lake Havasu City, AZ",Less than 2-year,Unknown,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Los Angeles Valley College,"Van Nuys, CA",2-year,Public,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Los Angeles Trade and Technical College,"Los Angeles, CA",2-year,Public,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Pillar College,"Newark, NJ",4-year,Private,Unknown,Urban,44%,$22K,Unknown,"$21,641",,,https://logo.clearbit.com/www.pillar.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.pillar.edu/,https://www.pillar.edu/,United States
Monterey Peninsula College,"Monterey, CA",2-year,Public,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Faith International University,"Tacoma, WA",4-year,Private,Small,Suburban,17%,$16K,Unknown,"$15,727",,,https://logo.clearbit.com/www.faithiu.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.faithiu.edu/,https://www.faithiu.edu/,United States
Alexander Paul Institute Of Hair Design,"Greenville, NC",Less than 2-year,Unknown,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Cosmetology Academy Of Texarkana,"Texarkana, TX",Less than 2-year,Unknown,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Lawrence And Company College Of Cosmetology,"Hanford, CA",Less than 2-year,Unknown,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
Joffrey Ballet School,"New York, NY",Unknown,Unknown,Unknown,Urban,Unknown,$39K,Unknown,,,,,,,United States
Michigan College of Beauty Monroe,"Monroe, MI",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Bell Mar Beauty College,"Cicero, IL",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Paul Mitchell the School Columbia,"West Columbia, SC",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Paradise Valley Community College,"Phoenix, AZ",2-year,Public,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Anoka Technical College,"Anoka, MN",2-year,Public,Medium,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Lorenzo Walker Technical College,"Naples, FL",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Briar Cliff University,"Sioux City, IA",4-year,Private,Unknown,Suburban,43%,$22K,Unknown,"$21,620",,,https://logo.clearbit.com/www.briarcliff.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.briarcliff.edu/,https://www.briarcliff.edu/,United States
Iowa School of Beauty Sioux City,"Sioux City, IA",Unknown,Unknown,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Carteret Community College,"Morehead City, NC",2-year,Public,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
Connors State College,"Warner, OK",2-year,Public,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
Trinidad State College,"Trinidad, CO",4-year,Public,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
Mystros Barber Academy,"Houston, TX",Less than 2-year,Unknown,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Felbry College School Of Nursing,"Columbus, OH",4-year,Private,Unknown,Urban,Unknown,$45K,Unknown,"$44,717",,,https://logo.clearbit.com/www.felbrycollege.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://www.felbrycollege.edu/,https://www.felbrycollege.edu/,United States
Central Lakes College Brainerd,"Brainerd, MN",2-year,Public,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Westchester School Of Beauty Culture,"Mount Vernon, NY",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Northwest Iowa Community College,"Sheldon, IA",2-year,Public,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
Drury University College Of Continuing Professional Studies,"Springfield, MO",4-year,Private,Unknown,Urban,11%,$15K,Unknown,,,,,,,United States
Mesa Community College,"Mesa, AZ",2-year,Public,Very Large,Urban,Unknown,$12K,Unknown,,,,,,,United States
Paul Mitchell the School Great Lakes,"Port Huron, MI",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Jenny Lea Academy Of Cosmetology,"Johnson City, TN",Less than 2-year,Unknown,Unknown,Urban,Unknown,$12K,Unknown,,,,,,,United States
Northwest Kansas Technical College,"Goodland, KS",2-year,Public,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
Colorado Technical University,"Colorado Springs, CO",4-year,Private,Unknown,Suburban,17%,$16K,Unknown,,,,,,,United States
Hair Professionals Career College Palos Hills,"Palos Hills, IL",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Mendocino College,"Ukiah, CA",2-year,Public,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
West Hills College: Lemoore,"Lemoore, CA",2-year,Public,Unknown,Rural,Unknown,$12K,Unknown,,,,,,,United States
Bryant & Stratton College: Virginia Beach,"Virginia Beach, VA",4-year,Private,Small,Suburban,Unknown,$12K,Unknown,,,,,,,United States
Terra State Community College,"Fremont, OH",2-year,Public,Unknown,Rural,Unknown,$13K,Unknown,,,,,,,United States
California College Of Barbering And Cosmetology,"Stockton, CA",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
East Los Angeles College,"Monterey Park, CA",2-year,Public,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Remington College: Greenspoint Campus,"Houston, TX",4-year,Private,Unknown,Urban,50%,$24K,Unknown,,,,,,,United States
American Baptist College,"Nashville, TN",4-year,Private,Unknown,Urban,22%,$17K,Unknown,"$17,375",,,https://logo.clearbit.com/abcnash.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://abcnash.edu/,https://abcnash.edu/,United States
Montana Academy Of Salons,"Great Falls, MT",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Career Academy Of Hair Design Springdale,"Springdale, AR",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Sandhills Community College,"Pinehurst, NC",2-year,Public,Unknown,Rural,Unknown,$13K,Unknown,,,,,,,United States
American Beauty Academy Salt Lake,"West Valley City, UT",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Staunton School Of Cosmetology,"Staunton, VA",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Creative Images Institute Of Cosmetology South Dayton,"Dayton, OH",Unknown,Unknown,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Manuel And Theresa's School Of Hair Design Brenham,"Brenham, TX",Less than 2-year,Unknown,Unknown,Rural,Unknown,$13K,Unknown,,,,,,,United States
Montgomery Community College,"Troy, NC",2-year,Public,Unknown,Rural,Unknown,$13K,Unknown,,,,,,,United States
Paul Mitchell the School Merrillville,"Merrillville, IN",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Arthurs Beauty College Jonesboro,"Jonesboro, AR",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
National Beauty College,"Canton, OH",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Interactive College Of Technology Southwest Houston,"Houston, TX",Unknown,Private,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Lindsey Institute of Cosmetology,"Bowling Green, KY",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Bryant & Stratton College: Albany,"Albany, NY",4-year,Private,Small,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Lake Area Technical College,"Watertown, SD",2-year,Public,Small,Rural,Unknown,$13K,Unknown,,,,,,,United States
The Salon Professional Academy Onalaska,"Onalaska, WI",Unknown,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Luther Rice College and Seminary,"Lithonia, GA",4-year,Private,Small,Suburban,Unknown,Unknown,Unknown,,,,,,,United States
Los Angeles Harbor College,"Wilmington, CA",2-year,Public,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Academy Of Salon Professionals,"Sedalia, MO",Less than 2-year,Unknown,Unknown,Rural,Unknown,$13K,Unknown,,,,,,,United States
GateWay Community College,"Phoenix, AZ",2-year,Public,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
College Of Hair Design Downtown,"Lincoln, NE",Unknown,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Academy Of Professional Cosmetology,"Rogers, AR",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Institute Of Advanced Medical Esthetics,"Ashland, VA",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Minneapolis Community and Technical College,"Minneapolis, MN",2-year,Public,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Pine Technical & Community College,"Pine City, MN",2-year,Public,Unknown,Rural,Unknown,$13K,Unknown,,,,,,,United States
Interactive College Of Technology Morrow,"Morrow, GA",Unknown,Private,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Denmark College,"Merrillville, IN",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Modesto Junior College,"Modesto, CA",4-year,Public,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Cosmetology Training Center,"Lafayette, LA",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Josefs School Of Hair Skin And Body Fargo,"Fargo, ND",Unknown,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
New Concept Massage And Beauty School,"Miami, FL",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Salon Professional Academy Saint Charles,"Saint Charles, MO",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Interactive College Of Technology,"Atlanta, GA",Unknown,Private,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Rochester Community and Technical College,"Rochester, MN",2-year,Public,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Bryant & Stratton College: Buffalo,"Buffalo, NY",4-year,Private,Small,Urban,Unknown,$13K,Unknown,,,,,,,United States
Salon Professional Academy Nashville,"Nashville, TN",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Eastern College Of Health Vocations Little Rock,"Little Rock, AR",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Kenneth Shuler School Of Cosmetology Garners Ferry,"Columbia, SC",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Paul Mitchell The School Fresno,"Fresno, CA",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Strayer University Greenville,"Greenville, SC",4-year,Private,Unknown,Urban,25%,$19K,Unknown,,,,,,,United States
Los Angeles Mission College,"Sylmar, CA",2-year,Public,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Leech Lake Tribal College,"Cass Lake, MN",2-year,Private,Unknown,Rural,Unknown,$13K,Unknown,,,,,,,United States
Beyond 21st Century Beauty Academy,"Santa Fe Springs, CA",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Tricoci University of Beauty Culture Indianapolis,"Indianapolis, IN",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Chandler-Gilbert Community College,"Chandler, AZ",2-year,Public,Medium,Suburban,Unknown,$13K,Unknown,,,,,,,United States
DeVry College of New York: Midtown Campus,"New York, NY",4-year,Private,Small,Urban,19%,$34K,Unknown,,,,,,,United States
Evergreen Beauty And Barber College Shoreline,"Shoreline, WA",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Unlimited Cosmetology School,"Hattiesburg, MS",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Northwest Technical College,"Bemidji, MN",2-year,Public,Unknown,Rural,Unknown,$13K,Unknown,,,,,,,United States
Arthurs Beauty College Conway,"Conway, AR",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Stewart School,"Sioux Falls, SD",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Debutantes School Of Beauty,"Dekalb, IL",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Baptist Missionary Association Theological Seminary,"Jacksonville, TX",4-year,Private,Small,Rural,Unknown,Unknown,Unknown,"$3,535",,,https://logo.clearbit.com/bmats.edu/,https://www.google.com/s2/favicons?sz=64&domain_url=https://bmats.edu/,https://bmats.edu/,United States
Florida Academy,"Fort Myers, FL",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Massage Institute Of Memphis,"Memphis, TN",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Creative Images Institute Of Cosmetology North Dayton,"Dayton, OH",Unknown,Unknown,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
Model College of Hair Design,"Saint Cloud, MN",Less than 2-year,Unknown,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
Empire Beauty School Chenoweth,"Louisville, KY",Less than 2-year,Unknown,Unknown,Suburban,Unknown,$13K,Unknown,,,,,,,United States
American InterContinental University Atlanta,"Atlanta, GA",4-year,Private,Unknown,Suburban,10%,$15K,Unknown,,,,,,,United States
Paul Mitchell the School Baton Rouge,"Baton Rouge, LA",Less than 2-year,Private,Unknown,Urban,Unknown,$13K,Unknown,,,,,,,United States
